id,latitude,longitude,start_datetime,duration_minutes,priority,requires_road_closure,police_station,event_type,event_cause,zone,corridor,veh_type,hour_of_day,day_of_week,is_weekend,month,time_window,is_peak_hour,is_corridor_road,corridor_event_share,cause_historical_high_rate,target_priority,target_road_closure
FKID001395,13.0354502,77.5266678,2024-02-16 23:58:10.991000+00:00,28.267420583333333,High,False,Peenya,unplanned,vehicle_breakdown,Unknown,Tumkur Road,lcv,5,5,1,2,night,0,1,0.05684497952091349,0.6623004502660663,1,0
FKID001396,12.9225338,77.6456041,2024-02-16 23:19:27.396000+00:00,120.9917747,High,False,HSR Layout,unplanned,vehicle_breakdown,Unknown,ORR East 1,private_car,4,5,1,2,night,0,1,0.03003599354598486,0.6623004502660663,1,0
FKID001397,13.0312086,77.5244957,2024-02-17 00:07:55.053000+00:00,313.8667528,Low,True,Peenya,unplanned,others,Unknown,Non-corridor,not_applicable,5,5,1,2,night,0,0,0.38029043068139506,0.5959119496855346,0,1
FKID001398,13.0361367,77.6282007,2024-03-15 00:42:25.927000+00:00,,High,True,Hennuru,unplanned,others,Unknown,ORR North 1,not_applicable,6,4,0,3,off_peak,0,1,0.034007695171900214,0.5959119496855346,1,1
FKID001399,13.0628037,77.4995804,2024-02-17 01:30:14.635000+00:00,,Low,False,Chikkabanavara,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,7,5,1,2,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001400,12.9289557,77.5677555,2024-03-15 00:32:50.155000+00:00,1.6786465666666668,Low,False,Banashankari,unplanned,road_conditions,Unknown,Non-corridor,not_applicable,6,4,0,3,off_peak,0,0,0.38029043068139506,0.5470588235294118,0,0
FKID001401,12.9235611,77.5764936,2024-03-15 00:28:23.433000+00:00,,Low,False,Jayanagara,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,5,4,0,3,night,0,0,0.38029043068139506,0.5567970204841713,0,0
FKID001402,12.9236401,77.5763541,2024-03-15 00:45:44.433000+00:00,,Low,False,Jayanagara,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,6,4,0,3,off_peak,0,0,0.38029043068139506,0.5567970204841713,0,0
FKID001403,13.0359877,77.628011,2024-03-15 00:56:49.121000+00:00,,High,False,K.G. Halli,unplanned,others,Unknown,ORR North 1,not_applicable,6,4,0,3,off_peak,0,1,0.034007695171900214,0.5959119496855346,1,0
FKID001404,12.95291122,77.54039654,2024-03-15 00:58:01.956000+00:00,4.119737566666667,High,False,Byatarayanapura,unplanned,others,Unknown,West of Chord Road,not_applicable,6,4,0,3,off_peak,0,1,0.021347896239295023,0.5959119496855346,1,0
FKID001405,12.9863112,77.6475171,2024-03-15 00:47:15.818000+00:00,41.571545316666665,High,False,Jeevanbheemanagar,unplanned,accident,Unknown,Old Madras Road,not_applicable,6,4,0,3,off_peak,0,1,0.03189772868313268,0.4602739726027397,1,0
FKID001406,12.9868684,77.6476655,2024-03-15 00:28:22.015000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,Unknown,Old Madras Road,taxi,5,4,0,3,night,0,1,0.03189772868313268,0.6623004502660663,1,0
FKID001407,12.9561983,77.6938667,2024-02-17 00:18:09.134000+00:00,,High,False,HAL Old Airport,unplanned,vehicle_breakdown,Unknown,Old Airport Road,bmtc_bus,5,5,1,2,night,0,1,0.009184560009929253,0.6623004502660663,1,0
FKID001408,12.9580302,77.5539199,2024-03-15 01:41:01.955000+00:00,,High,False,Chamarajpet,unplanned,vehicle_breakdown,Unknown,Mysore Road,bmtc_bus,7,4,0,3,off_peak,0,1,0.09035621198957429,0.6623004502660663,1,0
FKID001409,12.9782227,77.75121,2024-02-16 22:58:38.831000+00:00,,Low,False,Whitefield,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,4,5,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001410,12.9370003,77.5202782,2024-02-17 02:46:23.452000+00:00,34.62066285,High,False,Byatarayanapura,unplanned,vehicle_breakdown,Unknown,Mysore Road,ksrtc_bus,8,5,1,2,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID001411,13.1014663,77.5866177,2024-02-17 01:52:53.574000+00:00,,Low,False,Yelahanka,unplanned,others,Unknown,Non-corridor,not_applicable,7,5,1,2,off_peak,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID001412,12.8995982,77.6010296,2024-02-17 01:31:24.918000+00:00,,High,False,Mico Layout,unplanned,water_logging,Unknown,Bannerghata Road,not_applicable,7,5,1,2,off_peak,0,1,0.025816060568449796,0.5917030567685589,1,0
FKID001413,12.9589138,77.6043356,2024-02-17 02:51:19.395000+00:00,,High,False,Ashok Nagar,unplanned,others,Unknown,Hosur Road,not_applicable,8,5,1,2,morning_peak,1,1,0.03686235571552687,0.5959119496855346,1,0
FKID001414,12.9898379,77.5719635,2024-03-15 03:26:40.957000+00:00,122.88383688333333,Low,False,Sheshadripuram,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,8,4,0,3,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001415,12.9387593,77.6364939,2024-03-15 02:26:09.024000+00:00,,High,False,Ashok Nagar,planned,construction,Unknown,IRR(Thanisandra road),not_applicable,7,4,0,3,off_peak,0,1,0.011790989201936204,0.6438356164383562,1,0
FKID001416,13.0292025,77.5404542,2024-03-15 00:21:04.019000+00:00,,High,False,Yeshwanthpura,unplanned,vehicle_breakdown,Unknown,Tumkur Road,bmtc_bus,5,4,0,3,night,0,1,0.05684497952091349,0.6623004502660663,1,0
FKID001417,12.9868362,77.647518,2024-03-15 00:24:11.438000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,Unknown,Old Madras Road,taxi,5,4,0,3,night,0,1,0.03189772868313268,0.6623004502660663,1,0
FKID001418,12.9497794,77.6993219,2024-02-17 04:26:14.691000+00:00,,High,False,HAL Old Airport,unplanned,water_logging,Unknown,ORR East 1,not_applicable,9,5,1,2,morning_peak,1,1,0.03003599354598486,0.5917030567685589,1,0
FKID001419,12.9255212,77.5496526,2024-02-17 04:11:18.144000+00:00,45.38100588333334,High,False,Banashankari,unplanned,vehicle_breakdown,Unknown,ORR West 1,private_bus,9,5,1,2,morning_peak,1,1,0.020603202184435895,0.6623004502660663,1,0
FKID001420,12.9305032,77.5802774,2024-02-17 03:14:19.776000+00:00,27.755491966666668,Low,False,Jayanagara,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,8,5,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001421,13.044472,77.5829141,2024-02-17 04:44:22.642000+00:00,,High,False,Kodigehalli,unplanned,congestion,Unknown,ORR North 2,not_applicable,10,5,1,2,morning_peak,1,1,0.029167183815315873,0.6911764705882353,1,0
FKID001422,12.9276914,77.6207494,2024-02-17 04:37:06.856000+00:00,,High,False,Adugodi,unplanned,vehicle_breakdown,Unknown,IRR(Thanisandra road),heavy_vehicle,10,5,1,2,morning_peak,1,1,0.011790989201936204,0.6623004502660663,1,0
FKID001423,12.91304392,77.62528618,2024-02-17 05:09:02.052000+00:00,15.762067949999999,High,False,HSR Layout,unplanned,vehicle_breakdown,Unknown,Hosur Road,private_car,10,5,1,2,morning_peak,1,1,0.03686235571552687,0.6623004502660663,1,0
FKID001424,12.9959803,77.667998,2024-03-15 04:49:18.703000+00:00,124.13244701666667,High,False,Mahadevapura,unplanned,vehicle_breakdown,Unknown,ORR North 1,heavy_vehicle,10,4,0,3,morning_peak,1,1,0.034007695171900214,0.6623004502660663,1,0
FKID001425,13.0412942,77.6226947,2024-03-15 04:48:30.627000+00:00,136.03228926666668,High,False,Hennuru,unplanned,congestion,Unknown,Hennur Main Road,not_applicable,10,4,0,3,morning_peak,1,1,0.01166687352612635,0.6911764705882353,1,0
FKID001426,12.9633836,77.5814857,2024-03-15 04:28:57.064000+00:00,28.3823993,High,False,City Market,unplanned,vehicle_breakdown,Unknown,Mysore Road,truck,9,4,0,3,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID001427,12.9479363,77.5343203,2024-02-17 03:22:55.403000+00:00,,High,False,Byatarayanapura,unplanned,vehicle_breakdown,Unknown,Mysore Road,bmtc_bus,8,5,1,2,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID001428,12.9946264,77.4951019,2024-03-15 05:25:24.681000+00:00,,Low,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,10,4,0,3,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001429,12.9556816,77.7160269,2024-02-17 04:06:28.194000+00:00,,High,False,Whitefield,unplanned,vehicle_breakdown,Unknown,Varthur Road,lcv,9,5,1,2,morning_peak,1,1,0.009308675685739108,0.6623004502660663,1,0
FKID001430,12.9943539,77.6157434,2024-02-17 04:21:51.177000+00:00,,Low,False,Pulikeshinagar(F.Town),unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,9,5,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001431,13.043268,77.5524725,2024-02-17 03:28:04.588000+00:00,,High,False,Jalahalli,unplanned,vehicle_breakdown,Unknown,ORR North 2,lcv,8,5,1,2,morning_peak,1,1,0.029167183815315873,0.6623004502660663,1,0
FKID001432,12.9901789,77.5037504,2024-03-15 05:42:14.040000+00:00,25.321667083333335,High,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Magadi Road,bmtc_bus,11,4,0,3,morning_peak,1,1,0.030160109221794712,0.6623004502660663,1,0
FKID001433,12.9827544,77.5491868,2024-03-15 05:35:24.740000+00:00,,High,False,Magadi Road,unplanned,road_conditions,Unknown,West of Chord Road,not_applicable,11,4,0,3,morning_peak,1,1,0.021347896239295023,0.5470588235294118,1,0
FKID001434,13.0445334,77.5829159,2024-03-15 05:33:31.522000+00:00,,High,False,Kodigehalli,planned,construction,Unknown,ORR North 2,not_applicable,11,4,0,3,morning_peak,1,1,0.029167183815315873,0.6438356164383562,1,0
FKID001435,12.9974709,77.550139,2024-03-15 05:38:46.869000+00:00,,High,False,Vijayanagara,unplanned,pot_holes,Unknown,West of Chord Road,not_applicable,11,4,0,3,morning_peak,1,1,0.021347896239295023,0.5567970204841713,1,0
FKID001436,13.0244407,77.5475007,2024-02-17 08:29:27.600000+00:00,,High,False,Yeshwanthpura,unplanned,vehicle_breakdown,Unknown,Tumkur Road,bmtc_bus,13,5,1,2,off_peak,0,1,0.05684497952091349,0.6623004502660663,1,0
FKID001437,12.9874519,77.587879,2024-03-15 05:52:09.129000+00:00,49.688574949999996,High,False,High ground,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,private_car,11,4,0,3,morning_peak,1,1,0.07533821521658185,0.6623004502660663,1,0
FKID001438,12.9970649,77.5502312,2024-03-15 05:41:12.157000+00:00,,High,False,Vijayanagara,unplanned,pot_holes,Unknown,West of Chord Road,not_applicable,11,4,0,3,morning_peak,1,1,0.021347896239295023,0.5567970204841713,1,0
FKID001439,12.9883914,77.5741063,2024-03-15 04:28:07.736000+00:00,,Low,False,Sheshadripuram,unplanned,vehicle_breakdown,Unknown,Non-corridor,lcv,9,4,0,3,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001440,12.9651116,77.5969901,2024-03-15 03:55:20.737000+00:00,,High,False,Ashok Nagar,unplanned,vehicle_breakdown,Unknown,Mysore Road,lcv,9,4,0,3,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID001441,12.9802182,77.5720881,2024-02-17 06:05:40.132000+00:00,,Low,False,Sheshadripuram,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,11,5,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001442,12.9743968,77.577995,2024-02-17 10:18:44.364000+00:00,,Low,False,Upparpet,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,15,5,1,2,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001443,13.0127152,77.6993754,2024-02-17 09:15:58.044000+00:00,,Low,False,K.R. Pura,unplanned,vehicle_breakdown,Unknown,Non-corridor,heavy_vehicle,14,5,1,2,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001444,12.9548263,77.5819799,2024-02-17 09:28:41.135000+00:00,,Low,False,City Market,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,14,5,1,2,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001445,12.9363424,77.7054595,2024-02-17 19:08:40.409000+00:00,,Low,False,HAL Old Airport,unplanned,others,Unknown,Non-corridor,not_applicable,0,6,1,2,night,0,0,0.38029043068139506,0.5959119496855346,0,0
FKID001446,12.9884191,77.5887931,2024-02-17 16:45:59.579000+00:00,141.58774876666666,High,True,High ground,unplanned,tree_fall,Unknown,Bellary Road 1,not_applicable,22,5,1,2,night,0,1,0.07533821521658185,0.3274647887323944,1,1
FKID001447,13.0932487,77.59516,2024-02-17 19:23:07.740000+00:00,65.21049980000001,High,False,Yelahanka,unplanned,vehicle_breakdown,Unknown,Bellary Road 2,bmtc_bus,0,6,1,2,night,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID001448,12.9622663,77.5845865,2024-02-17 10:25:12.569000+00:00,,High,False,Halasuru Gate,unplanned,vehicle_breakdown,Unknown,Mysore Road,private_bus,15,5,1,2,off_peak,0,1,0.09035621198957429,0.6623004502660663,1,0
FKID001449,12.9569643,77.5737478,2024-02-17 05:41:55.533000+00:00,,Low,False,V.V.Puram (C.Pet),unplanned,vehicle_breakdown,Unknown,Non-corridor,ksrtc_bus,11,5,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001450,12.9840332,77.5966491,2024-02-17 05:38:34.479000+00:00,,High,False,Cubbon Park,unplanned,vehicle_breakdown,Unknown,CBD 2,bmtc_bus,11,5,1,2,morning_peak,1,1,0.01216333622936577,0.6623004502660663,1,0
FKID001451,12.96746,77.5943113,2024-02-17 06:04:25.774000+00:00,,High,False,Halasuru Gate,unplanned,vehicle_breakdown,Unknown,Mysore Road,bmtc_bus,11,5,1,2,morning_peak,1,1,0.09035621198957429,0.6623004502660663,1,0
FKID001452,12.9802533,77.5720169,2024-02-17 06:09:12.411000+00:00,,Low,False,Sheshadripuram,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,11,5,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001453,12.9870733,77.5191717,2024-02-17 06:11:51.019000+00:00,,High,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Magadi Road,others,11,5,1,2,morning_peak,1,1,0.030160109221794712,0.6623004502660663,1,0
FKID001454,12.985737,77.6443499,2024-03-15 03:46:43.797000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,Unknown,Old Madras Road,auto,9,4,0,3,morning_peak,1,1,0.03189772868313268,0.6623004502660663,1,0
FKID001455,13.0538913,77.5930983,2024-02-17 19:31:44.170000+00:00,,High,True,Kodigehalli,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,heavy_vehicle,1,6,1,2,night,0,1,0.07533821521658185,0.6623004502660663,1,1
FKID001456,13.00821,77.6220176,2024-02-17 21:13:36.702000+00:00,,High,False,K.G. Halli,unplanned,vehicle_breakdown,Unknown,Airport New South Road,bmtc_bus,2,6,1,2,night,0,1,0.007819287576020852,0.6623004502660663,1,0
FKID001457,12.9873507,77.5190299,2024-03-15 07:19:15.887000+00:00,,High,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Magadi Road,bmtc_bus,12,4,0,3,off_peak,0,1,0.030160109221794712,0.6623004502660663,1,0
FKID001458,12.9784305,77.5707735,2024-02-17 20:43:37.982000+00:00,21.79317205,Low,False,Chamarajpet,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,2,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001459,13.0607191,77.4614351,2024-02-17 20:48:47.047000+00:00,,Low,False,No Police Station,unplanned,construction,Unknown,Non-corridor,not_applicable,2,6,1,2,night,0,0,0.38029043068139506,0.6438356164383562,0,0
FKID001460,13.0820698,77.5929525,2024-02-17 20:42:38.872000+00:00,65.78450945,High,False,Yelahanka,unplanned,vehicle_breakdown,Unknown,Bellary Road 2,others,2,6,1,2,night,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID001461,12.963011,77.5664503,2024-02-17 19:48:16.108000+00:00,388.87556163333335,High,False,Chamarajpet,unplanned,others,Unknown,Mysore Road,not_applicable,1,6,1,2,night,0,1,0.09035621198957429,0.5959119496855346,1,0
FKID001462,12.9698354,77.7004398,2024-02-17 21:03:21.475000+00:00,,High,False,HAL Old Airport,planned,construction,Unknown,ORR East 2,not_applicable,2,6,1,2,night,0,1,0.022713168673203426,0.6438356164383562,1,0
FKID001463,12.9575958,77.6058473,2024-02-17 21:28:06.572000+00:00,,High,False,Ashok Nagar,unplanned,pot_holes,Unknown,Hosur Road,not_applicable,2,6,1,2,night,0,1,0.03686235571552687,0.5567970204841713,1,0
FKID001464,12.9859142,77.5979584,2024-03-15 08:05:47.324000+00:00,,High,False,Shivajinagar,unplanned,pot_holes,Unknown,CBD 2,not_applicable,13,4,0,3,off_peak,0,1,0.01216333622936577,0.5567970204841713,1,0
FKID001465,12.9960813,77.6679244,2024-03-15 04:46:46.602000+00:00,,High,False,Banaswadi,unplanned,vehicle_breakdown,Unknown,ORR North 1,heavy_vehicle,10,4,0,3,morning_peak,1,1,0.034007695171900214,0.6623004502660663,1,0
FKID001466,12.9930034,77.5954144,2024-03-15 07:21:16.772000+00:00,10.24884315,Low,False,High ground,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,12,4,0,3,off_peak,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001467,12.9820968,77.5321708,2024-03-15 04:52:42.569000+00:00,,High,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Magadi Road,bmtc_bus,10,4,0,3,morning_peak,1,1,0.030160109221794712,0.6623004502660663,1,0
FKID001468,13.0435867,77.6046833,2024-03-15 07:28:25.679000+00:00,29.929127866666665,High,False,Hebbala,unplanned,vehicle_breakdown,Unknown,ORR North 1,private_bus,12,4,0,3,off_peak,0,1,0.034007695171900214,0.6623004502660663,1,0
FKID001469,12.8999989,77.6009931,2024-03-15 08:09:47.521000+00:00,29.872228166666666,High,False,Mico Layout,unplanned,vehicle_breakdown,Unknown,Bannerghata Road,lcv,13,4,0,3,off_peak,0,1,0.025816060568449796,0.6623004502660663,1,0
FKID001470,13.0411089,77.5457736,2024-03-15 10:22:58.970000+00:00,9.129387033333334,High,False,Jalahalli,unplanned,vehicle_breakdown,Unknown,ORR North 2,heavy_vehicle,15,4,0,3,off_peak,0,1,0.029167183815315873,0.6623004502660663,1,0
FKID001471,13.0100335,77.6147198,2024-02-17 23:00:27.667000+00:00,,Low,True,K.G. Halli,unplanned,pot_holes,Unknown,Non-corridor,not_applicable,4,6,1,2,night,0,0,0.38029043068139506,0.5567970204841713,0,1
FKID001472,12.9841883,77.6405893,2024-02-17 22:28:36.553000+00:00,,High,False,Jeevanbheemanagar,unplanned,pot_holes,Unknown,Old Madras Road,not_applicable,3,6,1,2,night,0,1,0.03189772868313268,0.5567970204841713,1,0
FKID001473,12.9179413,77.6216552,2024-02-17 22:25:57.762000+00:00,47.78352503333333,High,False,Madiwala,unplanned,vehicle_breakdown,Unknown,ORR East 1,private_bus,3,6,1,2,night,0,1,0.03003599354598486,0.6623004502660663,1,0
FKID001474,12.9655016,77.7018607,2024-03-15 07:02:48.908000+00:00,,High,False,HAL Old Airport,unplanned,vehicle_breakdown,Unknown,ORR East 2,bmtc_bus,12,4,0,3,off_peak,0,1,0.022713168673203426,0.6623004502660663,1,0
FKID001475,13.0008646,77.6775611,2024-03-15 07:31:39.249000+00:00,,High,False,K.R. Pura,unplanned,vehicle_breakdown,Unknown,ORR East 2,lcv,13,4,0,3,off_peak,0,1,0.022713168673203426,0.6623004502660663,1,0
FKID001476,12.9840701,77.6407461,2024-02-17 22:26:31.527000+00:00,,High,False,Jeevanbheemanagar,unplanned,pot_holes,Unknown,Old Madras Road,not_applicable,3,6,1,2,night,0,1,0.03189772868313268,0.5567970204841713,1,0
FKID001477,12.9435108,77.57773,2024-02-17 21:30:45.212098+00:00,64.67699146666666,Low,False,Basavanagudi,unplanned,accident,Unknown,Non-corridor,not_applicable,3,6,1,2,night,0,0,0.38029043068139506,0.4602739726027397,0,0
FKID001478,12.9801921,77.5704255,2024-02-17 20:24:46.980000+00:00,,Low,False,Chamarajpet,unplanned,vehicle_breakdown,Unknown,Non-corridor,others,1,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001479,12.9841046,77.6407372,2024-02-17 22:27:22.365000+00:00,,High,False,Jeevanbheemanagar,unplanned,pot_holes,Unknown,Old Madras Road,not_applicable,3,6,1,2,night,0,1,0.03189772868313268,0.5567970204841713,1,0
FKID001480,12.9747826,77.5996266,2024-02-16 22:53:40.570000+00:00,,High,True,Cubbon Park,planned,construction,Unknown,Old Madras Road,not_applicable,4,5,1,2,night,0,1,0.03189772868313268,0.6438356164383562,1,1
FKID001482,12.8395554,77.6543107,2024-02-17 23:30:01.353000+00:00,,Low,False,Electronic City,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,5,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001483,12.9620105,77.584333,2024-02-17 19:49:47.826000+00:00,,High,False,Halasuru Gate,unplanned,vehicle_breakdown,Unknown,Mysore Road,private_bus,1,6,1,2,night,0,1,0.09035621198957429,0.6623004502660663,1,0
FKID001484,12.9827698,77.519126,2024-02-17 21:10:56.911000+00:00,,Low,False,Kamakshipalya,unplanned,vehicle_breakdown,Unknown,Non-corridor,private_bus,2,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001485,12.9559776,77.7167132,2024-03-15 08:18:49.625000+00:00,,High,False,Whitefield,unplanned,vehicle_breakdown,Unknown,Varthur Road,heavy_vehicle,13,4,0,3,off_peak,0,1,0.009308675685739108,0.6623004502660663,1,0
FKID001486,13.0904565,77.5395906,2024-02-17 23:44:54.797000+00:00,,Low,False,Yelahanka,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,5,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001487,13.0408583,77.6168383,2024-03-15 08:08:05.950000+00:00,,High,False,Hennuru,unplanned,vehicle_breakdown,Unknown,ORR North 1,private_bus,13,4,0,3,off_peak,0,1,0.034007695171900214,0.6623004502660663,1,0
FKID001488,12.9995481,77.5999079,2024-03-15 11:58:20.084000+00:00,,Low,True,R.T. Nagar,unplanned,construction,Unknown,Non-corridor,not_applicable,17,4,0,3,evening_peak,1,0,0.38029043068139506,0.6438356164383562,0,1
FKID001489,12.9996506,77.5998413,2024-03-15 12:02:53.647000+00:00,,Low,True,R.T. Nagar,unplanned,construction,Unknown,Non-corridor,not_applicable,17,4,0,3,evening_peak,1,0,0.38029043068139506,0.6438356164383562,0,1
FKID001490,12.9162843,77.6155072,2024-02-17 23:55:25.531000+00:00,26.454950033333333,Low,False,Madiwala,unplanned,vehicle_breakdown,Unknown,Non-corridor,others,5,6,1,2,night,0,0,0.38029043068139506,0.6623004502660663,0,0
FKID001491,12.9637192,77.5852885,2024-02-18 00:26:46.518000+00:00,41.276453733333334,High,False,Halasuru Gate,unplanned,vehicle_breakdown,Unknown,Mysore Road,bmtc_bus,5,6,1,2,night,0,1,0.09035621198957429,0.6623004502660663,1,0
FKID001492,13.0051417,77.755105,2024-02-18 00:30:08.314000+00:00,,Low,False,Mahadevapura,unplanned,procession,Unknown,Non-corridor,not_applicable,6,6,1,2,off_peak,0,0,0.38029043068139506,0.2878787878787879,0,0
FKID001493,12.992609,77.5852714,2024-02-18 01:16:13.812000+00:00,112.91873355,High,False,High ground,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,others,6,6,1,2,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID001494,12.9902179,77.5034639,2024-02-18 00:50:09.992000+00:00,222.83057628333333,High,False,Kamakshipalya,unplanned,others,Unknown,Magadi Road,not_applicable,6,6,1,2,off_peak,0,1,0.030160109221794712,0.5959119496855346,1,0
FKID001495,13.0008671,77.5713369,2024-02-18 02:42:29.022000+00:00,116.41837865000001,Low,False,Malleshwaram,unplanned,vehicle_breakdown,Unknown,Non-corridor,bmtc_bus,8,6,1,2,morning_peak,1,0,0.38029043068139506,0.6623004502660663,0,0
FKID001496,12.9863247,77.6478879,2024-03-15 17:34:28.922000+00:00,75.1976845,High,False,Jeevanbheemanagar,unplanned,vehicle_breakdown,Unknown,Old Madras Road,heavy_vehicle,23,4,0,3,night,0,1,0.03189772868313268,0.6623004502660663,1,0
FKID001497,12.9864627,77.5914893,2024-02-18 01:16:36.038000+00:00,,High,False,Cubbon Park,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,others,6,6,1,2,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID001498,12.9864627,77.5914893,2024-02-18 01:16:36.038000+00:00,,High,False,Cubbon Park,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,others,6,6,1,2,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID001499,12.9392452,77.6951606,2024-02-18 03:37:55.578000+00:00,34.097350649999996,High,True,HAL Old Airport,planned,construction,Unknown,ORR East 1,not_applicable,9,6,1,2,morning_peak,1,1,0.03003599354598486,0.6438356164383562,1,1
FKID001500,12.9871235,77.5883073,2024-02-18 01:56:38.249000+00:00,,High,False,High ground,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,truck,7,6,1,2,off_peak,0,1,0.07533821521658185,0.6623004502660663,1,0
FKID001501,12.9819279,77.5948338,2024-02-18 04:44:32.442000+00:00,60.0840213,High,False,Cubbon Park,unplanned,vehicle_breakdown,Unknown,CBD 2,private_car,10,6,1,2,morning_peak,1,1,0.01216333622936577,0.6623004502660663,1,0
FKID001502,13.0667807,77.5931388,2024-02-18 04:09:15.346000+00:00,,High,False,Kodigehalli,unplanned,vehicle_breakdown,Unknown,Bellary Road 2,heavy_vehicle,9,6,1,2,morning_peak,1,1,0.04703984113193496,0.6623004502660663,1,0
FKID001503,13.141795,77.6173483,2024-03-15 18:23:32.420000+00:00,37.39451276666667,High,False,Chikkajala,unplanned,vehicle_breakdown,Unknown,Bellary Road 2,taxi,23,4,0,3,night,0,1,0.04703984113193496,0.6623004502660663,1,0
FKID001504,12.8795724,77.6462409,2024-03-15 18:58:59.544000+00:00,74.62887731666666,High,True,Electronic City,unplanned,accident,Unknown,Hosur Road,not_applicable,0,5,1,3,night,0,1,0.03686235571552687,0.4602739726027397,1,1
FKID001505,12.9751307,77.6255644,2024-02-18 06:42:04.505000+00:00,,High,False,Halasur,unplanned,pot_holes,Unknown,Old Madras Road,not_applicable,12,6,1,2,off_peak,0,1,0.03189772868313268,0.5567970204841713,1,0
FKID001506,13.0193638,77.5840263,2024-02-18 03:41:54.124000+00:00,,High,False,R.T. Nagar,unplanned,vehicle_breakdown,Unknown,Bellary Road 1,taxi,9,6,1,2,morning_peak,1,1,0.07533821521658185,0.6623004502660663,1,0
FKID001507,13.0422576,77.6130097,2024-03-15 19:27:28.531000+00:00,5.132183783333333,High,False,Hebbala,unplanned,vehicle_breakdown,Unknown,ORR North 1,heavy_vehicle,0,5,1,3,night,0,1,0.034007695171900214,0.6623004502660663,1,0
